"Country or Area","Year(s)","Variant","Value"
"South-Eastern Asia","2090","Constant-fertility scenario","1124728.856"
"South-Eastern Asia","2090","High variant","1081125.002"
"South-Eastern Asia","2090","Low variant","456810.224"
"South-Eastern Asia","2090","Medium variant","719622.152"
"South-Eastern Asia","2085","Constant-fertility scenario","1083293.466"
"South-Eastern Asia","2085","High variant","1052760.779"
"South-Eastern Asia","2085","Low variant","486592.037"
"South-Eastern Asia","2085","Medium variant","729050.788"
"South-Eastern Asia","2080","Constant-fertility scenario","1045628.93"
"South-Eastern Asia","2080","High variant","1025661.098"
"South-Eastern Asia","2080","Low variant","516497.553"
"South-Eastern Asia","2080","Medium variant","738249.387"
"South-Eastern Asia","2075","Constant-fertility scenario","1011208.497"
"South-Eastern Asia","2075","High variant","999766.673"
"South-Eastern Asia","2075","Low variant","545674.106"
"South-Eastern Asia","2075","Medium variant","746726.543"
"South-Eastern Asia","2070","Constant-fertility scenario","979354.279"
"South-Eastern Asia","2070","High variant","974926.749"
"South-Eastern Asia","2070","Low variant","573275.447"
"South-Eastern Asia","2070","Medium variant","753928.512"
"South-Eastern Asia","2065","Constant-fertility scenario","949303.283"
"South-Eastern Asia","2065","High variant","950662.234"
"South-Eastern Asia","2065","Low variant","598583.961"
"South-Eastern Asia","2065","Medium variant","759293.177"
"South-Eastern Asia","2060","Constant-fertility scenario","920292.567"
"South-Eastern Asia","2060","High variant","926137.469"
"South-Eastern Asia","2060","Low variant","621076.567"
"South-Eastern Asia","2060","Medium variant","762306.292"
"South-Eastern Asia","2055","Constant-fertility scenario","891622.914"
"South-Eastern Asia","2055","High variant","900392.49"
"South-Eastern Asia","2055","Low variant","640282.785"
"South-Eastern Asia","2055","Medium variant","762454.83"
"South-Eastern Asia","2050","Constant-fertility scenario","862673.749"
"South-Eastern Asia","2050","High variant","872810.673"
"South-Eastern Asia","2050","Low variant","655577.559"
"South-Eastern Asia","2050","Medium variant","759206.642"
"South-Eastern Asia","2045","Constant-fertility scenario","833037.715"
"South-Eastern Asia","2045","High variant","843470.567"
"South-Eastern Asia","2045","Low variant","666147.099"
"South-Eastern Asia","2045","Medium variant","752110.002"
"South-Eastern Asia","2040","Constant-fertility scenario","802414.815"
"South-Eastern Asia","2040","High variant","812944.852"
"South-Eastern Asia","2040","Low variant","671161.787"
"South-Eastern Asia","2040","Medium variant","740897.589"
"South-Eastern Asia","2035","Constant-fertility scenario","770621.68"
"South-Eastern Asia","2035","High variant","781299.684"
"South-Eastern Asia","2035","Low variant","670350.769"
"South-Eastern Asia","2035","Medium variant","725481.364"
"South-Eastern Asia","2030","Constant-fertility scenario","737455.702"
"South-Eastern Asia","2030","High variant","747812.074"
"South-Eastern Asia","2030","Low variant","664183.973"
"South-Eastern Asia","2030","Medium variant","705986.597"
"South-Eastern Asia","2025","Constant-fertility scenario","702728.349"
"South-Eastern Asia","2025","High variant","711504.388"
"South-Eastern Asia","2025","Low variant","653599.154"
"South-Eastern Asia","2025","Medium variant","682694.352"
"South-Eastern Asia","2020","Constant-fertility scenario","666605.803"
"South-Eastern Asia","2020","High variant","671965.995"
"South-Eastern Asia","2020","Low variant","639464.227"
"South-Eastern Asia","2020","Medium variant","655940.026"
"South-Eastern Asia","2015","Constant-fertility scenario","629730.524"
"South-Eastern Asia","2015","High variant","631973.613"
"South-Eastern Asia","2015","Low variant","619643.065"
"South-Eastern Asia","2015","Medium variant","625987.383"
"South-Eastern Asia","2010","Constant-fertility scenario","593415.285"
"South-Eastern Asia","2010","High variant","593415.285"
"South-Eastern Asia","2010","Low variant","593415.285"
"South-Eastern Asia","2010","Medium variant","593415.285"
"South-Eastern Asia","2005","Medium variant","559881.037"
"South-Eastern Asia","2000","Medium variant","523831.418"
"South-Eastern Asia","1995","Medium variant","485756.414"
"South-Eastern Asia","1990","Medium variant","445361.35"
"South-Eastern Asia","1985","Medium variant","401853.713"
"South-Eastern Asia","1980","Medium variant","359012.067"
"South-Eastern Asia","1975","Medium variant","322362.196"
"South-Eastern Asia","1970","Medium variant","285162.758"
"South-Eastern Asia","1965","Medium variant","250389.405"
"South-Eastern Asia","1960","Medium variant","219335.963"
"South-Eastern Asia","1955","Medium variant","193222.897"
"South-Eastern Asia","1950","Medium variant","172905.173"
"Southern Africa","2100","Constant-fertility scenario","136634.077"
"Southern Africa","2100","High variant","109746.154"
"Southern Africa","2100","Low variant","36123.574"
"Southern Africa","2100","Medium variant","65369.035"
"Southern Africa","2095","Constant-fertility scenario","129356.325"
"Southern Africa","2095","High variant","106332.551"
"Southern Africa","2095","Low variant","38435.436"
"Southern Africa","2095","Medium variant","65998.303"
"Southern Africa","2090","Constant-fertility scenario","122558.61"
"Southern Africa","2090","High variant","103071.333"
"Southern Africa","2090","Low variant","40811.444"
"Southern Africa","2090","Medium variant","66604.583"
"Southern Africa","2085","Constant-fertility scenario","116196.366"
"Southern Africa","2085","High variant","99923.262"
"Southern Africa","2085","Low variant","43203.826"
"Southern Africa","2085","Medium variant","67155.926"
"Southern Africa","2080","Constant-fertility scenario","110222.883"
"Southern Africa","2080","High variant","96826.73"
"Southern Africa","2080","Low variant","45561.845"
"Southern Africa","2080","Medium variant","67615.731"
"Southern Africa","2075","Constant-fertility scenario","104604.398"
"Southern Africa","2075","High variant","93751.274"
"Southern Africa","2075","Low variant","47832.538"
"Southern Africa","2075","Medium variant","67954.115"
"Southern Africa","2070","Constant-fertility scenario","99315.444"
"Southern Africa","2070","High variant","90710.466"
"Southern Africa","2070","Low variant","49959.793"
"Southern Africa","2070","Medium variant","68145.095"
"Southern Africa","2065","Constant-fertility scenario","94334.819"
"Southern Africa","2065","High variant","87736.281"
"Southern Africa","2065","Low variant","51899.176"
"Southern Africa","2065","Medium variant","68170.412"
"Southern Africa","2060","Constant-fertility scenario","89652.17"
"Southern Africa","2060","High variant","84834.892"
"Southern Africa","2060","Low variant","53645.279"
"Southern Africa","2060","Medium variant","68031.358"
"Southern Africa","2055","Constant-fertility scenario","85269.451"
"Southern Africa","2055","High variant","81963.616"
"Southern Africa","2055","Low variant","55227.95"
"Southern Africa","2055","Medium variant","67742.792"
"Southern Africa","2050","Constant-fertility scenario","81198.61"
"Southern Africa","2050","High variant","79083.265"
"Southern Africa","2050","Low variant","56680.171"
"Southern Africa","2050","Medium variant","67326.912"
"Southern Africa","2045","Constant-fertility scenario","77449.394"
"Southern Africa","2045","High variant","76209.159"
"Southern Africa","2045","Low variant","57971.742"
"Southern Africa","2045","Medium variant","66781.71"
"Southern Africa","2040","Constant-fertility scenario","74019.22"
"Southern Africa","2040","High variant","73448.987"
"Southern Africa","2040","Low variant","59007.37"
"Southern Africa","2040","Medium variant","66094.793"
"Southern Africa","2035","Constant-fertility scenario","70875.211"
"Southern Africa","2035","High variant","70836.676"
"Southern Africa","2035","Low variant","59685.234"
"Southern Africa","2035","Medium variant","65222.946"
"Southern Africa","2030","Constant-fertility scenario","67942.107"
"Southern Africa","2030","High variant","68286.043"
"Southern Africa","2030","Low variant","59976.106"
"Southern Africa","2030","Medium variant","64125.964"
"Southern Africa","2025","Constant-fertility scenario","65139.853"
"Southern Africa","2025","High variant","65638.709"
"Southern Africa","2025","Low variant","59936.92"
"Southern Africa","2025","Medium variant","62787.816"
"Southern Africa","2020","Constant-fertility scenario","62404.733"
"Southern Africa","2020","High variant","62774.48"
"Southern Africa","2020","Low variant","59600.279"
"Southern Africa","2020","Medium variant","61187.38"
"Southern Africa","2015","Constant-fertility scenario","60005.817"
"Southern Africa","2015","High variant","60184.504"
"Southern Africa","2015","Low variant","58985.119"
"Southern Africa","2015","Medium variant","59584.812"
"Southern Africa","2010","Constant-fertility scenario","57780.425"
"Southern Africa","2010","High variant","57780.425"
"Southern Africa","2010","Low variant","57780.425"
"Southern Africa","2010","Medium variant","57780.425"
"Southern Africa","2005","Medium variant","54919.072"
"Southern Africa","2000","Medium variant","51441.854"
"Southern Africa","1995","Medium variant","47397.511"
"Southern Africa","1990","Medium variant","42093.232"
"Southern Africa","1985","Medium variant","37508.916"
"Southern Africa","1980","Medium variant","32999.587"
"Southern Africa","1975","Medium variant","29093.039"
"Southern Africa","1970","Medium variant","25454.43"
"Southern Africa","1965","Medium variant","22417.4"
"Southern Africa","1960","Medium variant","19723.794"
"Southern Africa","1955","Medium variant","17486.879"
"Southern Africa","1950","Medium variant","15587.911"
"Southern Europe","2100","Constant-fertility scenario","94210.206"
"Southern Europe","2100","High variant","211079.239"
"Southern Europe","2100","Low variant","83961.586"
"Southern Europe","2100","Medium variant","136855.617"
"Southern Europe","2095","Constant-fertility scenario","98625.275"
"Southern Europe","2095","High variant","204365.838"
"Southern Europe","2095","Low variant","88026.2"
"Southern Europe","2095","Medium variant","137199.604"
"Southern Europe","2090","Constant-fertility scenario","103233.616"
"Southern Europe","2090","High variant","198215.484"
"Southern Europe","2090","Low variant","92523.871"
"Southern Europe","2090","Medium variant","137874.398"
"Southern Europe","2085","Constant-fertility scenario","107905.772"
"Southern Europe","2085","High variant","192472.103"
"Southern Europe","2085","Low variant","97273.288"
"Southern Europe","2085","Medium variant","138752.289"
"Southern Europe","2080","Constant-fertility scenario","112751.238"
"Southern Europe","2080","High variant","187314.942"
"Southern Europe","2080","Low variant","102310.143"
"Southern Europe","2080","Medium variant","139934.904"
"Southern Europe","2075","Constant-fertility scenario","117933.412"
"Southern Europe","2075","High variant","183096.328"
"Southern Europe","2075","Low variant","107732.13"
"Southern Europe","2075","Medium variant","141605.133"
"Southern Europe","2070","Constant-fertility scenario","123494.338"
"Southern Europe","2070","High variant","180047.617"
"Southern Europe","2070","Low variant","113566.263"
"Southern Europe","2070","Medium variant","143862.12"
"Southern Europe","2065","Constant-fertility scenario","129358.505"
"Southern Europe","2065","High variant","178109.247"
"Southern Europe","2065","Low variant","119780.156"
"Southern Europe","2065","Medium variant","146682.371"
"Southern Europe","2060","Constant-fertility scenario","135262.062"
"Southern Europe","2060","High variant","176841.228"
"Southern Europe","2060","Low variant","126181.964"
"Southern Europe","2060","Medium variant","149815.578"
"Southern Europe","2055","Constant-fertility scenario","140806.245"
"Southern Europe","2055","High variant","175621.415"
"Southern Europe","2055","Low variant","132408.231"
"Southern Europe","2055","Medium variant","152829.28"
"Southern Europe","2050","Constant-fertility scenario","145535.221"
"Southern Europe","2050","High variant","173943.051"
"Southern Europe","2050","Low variant","137952.46"
"Southern Europe","2050","Medium variant","155227.477"
"Southern Europe","2045","Constant-fertility scenario","149072.075"
"Southern Europe","2045","High variant","171659.319"
"Southern Europe","2045","Low variant","142313.63"
"Southern Europe","2045","Medium variant","156640.828"
"Southern Europe","2040","Constant-fertility scenario","151856.344"
"Southern Europe","2040","High variant","169508.832"
